default,name,form,type1,type2,ability1,ability2,abilityh,base stat total,hp,attack,defense,special attack,special defense,speed,group1,group2,catch_rate,egg_cycles,base_happiness,category,percentage_male,exp_group,height_m,weight_kg,pokedex,item_common,item_uncommon,item_rare,exp_yield
,Patrat,,Normal,,Run Away,Keen Eye,Analytic,255,45,55,39,35,39,42,,,255,15,70,Scout,0.5,Medium,0.5,11.6,,,,,51
,Watchog,,Normal,,Illuminate,Keen Eye,Analytic,420,60,85,69,60,69,77,,,255,20,70,Lookout,0.5,Medium,1.1,27.0,,,,,147
,Lillipup,,Normal,,Vital Spirit,Pickup,Run Away,275,45,60,45,25,45,55,,,255,15,70,Puppy,0.5,Parabolic,0.4,4.1,,,,,55
,Herdier,,Normal,,Intimidate,Sand Rush,Scrappy,370,65,80,65,35,65,60,,,120,15,70,Loyal Dog,0.5,Parabolic,0.9,14.7,,,,,130
,Stoutland,,Normal,,Intimidate,Sand Rush,Scrappy,500,85,110,90,45,90,80,,,45,15,70,Big-Hearted,0.5,Parabolic,1.2,61.0,,,,,221
,Purrloin,,Dark,,Limber,Unburden,Prankster,281,41,50,37,50,37,66,,,255,20,70,Devious,0.5,Medium,0.4,10.1,,,,,56
,Liepard,,Dark,,Limber,Unburden,Prankster,446,64,88,50,88,50,106,,,90,20,70,Cruel,0.5,Medium,1.1,37.5,,,,,156
,Pansage,,Grass,,Gluttony,Gluttony,Overgrow,316,50,53,48,53,48,64,,,190,20,70,Grass Monkey,0.875,Medium,0.6,10.5,,,,,63
,Simisage,,Grass,,Gluttony,Gluttony,Overgrow,498,75,98,63,98,63,101,,,75,20,70,Thorn Monkey,0.875,Medium,1.1,30.5,,,,,174
,Pansear,,Fire,,Gluttony,Gluttony,Blaze,316,50,53,48,53,48,64,,,190,20,70,High Temp,0.875,Medium,0.6,11.0,,,,,63
,Simisear,,Fire,,Gluttony,Gluttony,Blaze,498,75,98,63,98,63,101,,,75,20,70,Ember,0.875,Medium,1.0,28.0,,,,,174
,Panpour,,Water,,Gluttony,Gluttony,Torrent,316,50,53,48,53,48,64,,,190,20,70,Spray,0.875,Medium,0.6,13.5,,,,,63
,Simipour,,Water,,Gluttony,Gluttony,Torrent,498,75,98,63,98,63,101,,,75,20,70,Geyser,0.875,Medium,1.0,29.0,,,,,174
,Munna,,Psychic,,Forewarn,Synchronize,Telepathy,292,76,25,45,67,55,24,,,190,10,70,Dream Eater,0.5,Fast,0.6,23.3,,,,,58
,Musharna,,Psychic,,Forewarn,Synchronize,Telepathy,487,116,55,85,107,95,29,,,75,10,70,Drowsing,0.5,Fast,1.1,60.5,,,,,170
,Pidove,,Normal,Flying,Big Pecks,Super Luck,Rivalry,264,50,55,50,36,30,43,,,255,15,70,Tiny Pigeon,0.5,Parabolic,0.3,2.1,,,,,53
,Tranquill,,Normal,Flying,Big Pecks,Super Luck,Rivalry,358,62,77,62,50,42,65,,,120,15,70,Wild Pigeon,0.5,Parabolic,0.6,15.0,,,,,125
,Unfezant,,Normal,Flying,Big Pecks,Super Luck,Rivalry,488,80,115,80,65,55,93,,,45,15,70,Proud,0.5,Parabolic,1.2,29.0,,,,,215
,Blitzle,,Electric,,Lightning Rod,Motor Drive,Sap Sipper,295,45,60,32,50,32,76,,,190,20,70,Electrified,0.5,Medium,0.8,29.8,,,,,59
,Zebstrika,,Electric,,Lightning Rod,Motor Drive,Sap Sipper,497,75,100,63,80,63,116,,,75,20,70,Thunderbolt,0.5,Medium,1.6,79.5,,,,,174
,Roggenrola,,Rock,,Sturdy,Sturdy,Sand Force,280,55,75,85,25,25,15,,,255,15,70,Mantle,0.5,Parabolic,0.4,18.0,,,,,56
,Boldore,,Rock,,Sturdy,Sturdy,Sand Force,390,70,105,105,50,40,20,,,120,15,70,Ore,0.5,Parabolic,0.9,102.0,,,,,137
,Gigalith,,Rock,,Sturdy,Sturdy,Sand Force,515,85,135,130,60,80,25,,,45,15,70,Compressed,0.5,Parabolic,1.7,260.0,,,,,227
,Woobat,,Psychic,Flying,Unaware,Klutz,Simple,313,55,45,43,55,43,72,,,190,15,70,Bat,0.5,Medium,0.4,2.1,,,,,63
,Swoobat,,Psychic,Flying,Unaware,Klutz,Simple,425,67,57,55,77,55,114,,,45,15,70,Courting,0.5,Medium,0.9,10.5,,,,,149
,Drilbur,,Ground,,Sand Rush,Sand Force,Mold Breaker,328,60,85,40,30,45,68,,,120,20,70,Mole,0.5,Medium,0.3,8.5,,,,,66
,Excadrill,,Ground,Steel,Sand Rush,Sand Force,Mold Breaker,508,110,135,60,50,65,88,,,60,20,70,Subterrene,0.5,Medium,0.7,40.4,,,,,178
,Audino,,Normal,,Healer,Regenerator,Klutz,445,103,60,86,60,86,50,,,255,20,70,Hearing,0.5,Fast,1.1,31.0,,,,,134
,Timburr,,Fighting,,Guts,Sheer Force,Iron Fist,305,75,80,55,25,35,35,,,180,20,70,Muscular,0.75,Parabolic,0.6,12.5,,,,,61
,Gurdurr,,Fighting,,Guts,Sheer Force,Iron Fist,405,85,105,85,40,50,40,,,90,20,70,Muscular,0.75,Parabolic,1.2,40.0,,,,,142
,Conkeldurr,,Fighting,,Guts,Sheer Force,Iron Fist,505,105,140,95,55,65,45,,,45,20,70,Muscular,0.75,Parabolic,1.4,87.0,,,,,227
,Tympole,,Water,,Swift Swim,Hydration,Water Absorb,294,50,50,40,50,40,64,,,255,20,70,Tadpole,0.5,Parabolic,0.5,4.5,,,,,59
,Palpitoad,,Water,Ground,Swift Swim,Hydration,Water Absorb,384,75,65,55,65,55,69,,,120,20,70,Vibration,0.5,Parabolic,0.8,17.0,,,,,134
,Seismitoad,,Water,Ground,Swift Swim,Poison Touch,Water Absorb,509,105,95,75,85,75,74,,,45,20,70,Vibration,0.5,Parabolic,1.5,62.0,,,,,225
,Throh,,Fighting,,Guts,Inner Focus,Mold Breaker,465,120,100,85,30,85,45,,,45,20,70,Judo,1,Medium,1.3,55.5,,,,,163
,Sawk,,Fighting,,Sturdy,Inner Focus,Mold Breaker,465,75,125,75,30,75,85,,,45,20,70,Karate,1,Medium,1.4,51.0,,,,,163
,Sewaddle,,Bug,Grass,Swarm,Chlorophyll,Overcoat,310,45,53,70,40,60,42,,,255,15,70,Sewing,0.5,Parabolic,0.3,2.5,,,,,62
,Swadloon,,Bug,Grass,Leaf Guard,Chlorophyll,Overcoat,380,55,63,90,50,80,42,,,120,15,70,Leaf-Wrapped,0.5,Parabolic,0.5,7.3,,,,,133
,Leavanny,,Bug,Grass,Swarm,Chlorophyll,Overcoat,500,75,103,80,70,80,92,,,45,15,70,Nurturing,0.5,Parabolic,1.2,20.5,,,,,221
,Venipede,,Bug,Poison,Poison Point,Swarm,Speed Boost,260,30,45,59,30,39,57,,,255,15,70,Centipede,0.5,Parabolic,0.4,5.3,,,,,52
,Whirlipede,,Bug,Poison,Poison Point,Swarm,Speed Boost,360,40,55,99,40,79,47,,,120,15,70,Curlipede,0.5,Parabolic,1.2,58.5,,,,,126
,Scolipede,,Bug,Poison,Poison Point,Swarm,Speed Boost,485,60,100,89,55,69,112,,,45,20,70,Megapede,0.5,Parabolic,2.5,200.5,,,,,214
,Cottonee,,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,280,40,27,60,37,50,66,,,190,20,70,Cotton Puff,0.5,Medium,0.3,0.6,,,,,56
,Whimsicott,,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,480,60,67,85,77,75,116,,,75,20,70,Windveiled,0.5,Medium,0.7,6.6,,,,,168
,Petilil,,Grass,,Chlorophyll,Own Tempo,Leaf Guard,280,45,35,50,70,50,30,,,190,20,70,Bulb,0,Medium,0.5,6.6,,,,,56
,Lilligant,,Grass,,Chlorophyll,Own Tempo,Leaf Guard,480,70,60,75,110,75,90,,,75,20,70,Flowering,0,Medium,1.1,16.3,,,,,168
,Basculin,,Water,,Reckless,Adaptability,Mold Breaker,460,70,92,65,80,55,98,,,25,40,70,Hostile,0.5,Medium,1.0,18.0,,,,,161
,Sandile,,Ground,Dark,Intimidate,Moxie,Anger Point,292,50,72,35,35,35,65,,,180,20,70,Desert Croc,0.5,Parabolic,0.7,15.2,,,,,58
,Krokorok,,Ground,Dark,Intimidate,Moxie,Anger Point,351,60,82,45,45,45,74,,,90,20,70,Desert Croc,0.5,Parabolic,1.0,33.4,,,,,123
,Krookodile,,Ground,Dark,Intimidate,Moxie,Anger Point,519,95,117,80,65,70,92,,,45,20,70,Intimidation,0.5,Parabolic,1.5,96.3,,,,,229
,Darumaka,,Fire,,Hustle,Hustle,Inner Focus,315,70,90,45,15,45,50,,,120,20,70,Zen Charm,0.5,Parabolic,0.6,37.5,,,,,63
,Darmanitan,,Fire,,Sheer Force,Sheer Force,Zen Mode,480,105,140,55,30,55,95,,,60,20,70,Blazing,0.5,Parabolic,1.3,92.9,,,,,168
,Maractus,,Grass,,Water Absorb,Chlorophyll,Storm Drain,461,75,86,67,106,67,60,,,255,20,70,Cactus,0.5,Medium,1.0,28.0,,,,,161
,Dwebble,,Bug,Rock,Sturdy,Shell Armor,Weak Armor,325,50,65,85,35,35,55,,,190,20,70,Rock Inn,0.5,Medium,0.3,14.5,,,,,65
,Crustle,,Bug,Rock,Sturdy,Shell Armor,Weak Armor,475,70,95,125,65,75,45,,,75,20,70,Stone Home,0.5,Medium,1.4,200.0,,,,,166
,Scraggy,,Dark,Fighting,Shed Skin,Moxie,Intimidate,348,50,75,70,35,70,48,,,180,15,35,Shedding,0.5,Medium,0.6,11.8,,,,,70
,Scrafty,,Dark,Fighting,Shed Skin,Moxie,Intimidate,488,65,90,115,45,115,58,,,90,15,70,Hoodlum,0.5,Medium,1.1,30.0,,,,,171
,Sigilyph,,Psychic,Flying,Wonder Skin,Magic Guard,Tinted Lens,490,72,58,80,103,80,97,,,45,20,70,Avianoid,0.5,Medium,1.4,14.0,,,,,172
,Yamask,,Ghost,,Mummy,Mummy,Mummy,303,38,30,85,55,65,30,,,190,25,70,Spirit,0.5,Medium,0.5,1.5,,,,,61
,Cofagrigus,,Ghost,,Mummy,Mummy,Mummy,483,58,50,145,95,105,30,,,90,25,70,Coffin,0.5,Medium,1.7,76.5,,,,,169
,Tirtouga,,Water,Rock,Solid Rock,Sturdy,Swift Swim,355,54,78,103,53,45,22,,,45,30,70,Prototurtle,0.875,Medium,0.7,16.5,,,,,71
,Carracosta,,Water,Rock,Solid Rock,Sturdy,Swift Swim,495,74,108,133,83,65,32,,,45,30,70,Prototurtle,0.875,Medium,1.2,81.0,,,,,173
,Archen,,Rock,Flying,Defeatist,Defeatist,Defeatist,401,55,112,45,74,45,70,,,45,30,70,First Bird,0.875,Medium,0.5,9.5,,,,,71
,Archeops,,Rock,Flying,Defeatist,Defeatist,Defeatist,567,75,140,65,112,65,110,,,45,30,70,First Bird,0.875,Medium,1.4,32.0,,,,,177
,Trubbish,,Poison,,Stench,Sticky Hold,Aftermath,329,50,50,62,40,62,65,,,190,20,70,Trash Bag,0.5,Medium,0.6,31.0,,,,,66
,Garbodor,,Poison,,Stench,Weak Armor,Aftermath,474,80,95,82,60,82,75,,,60,20,70,Trash Heap,0.5,Medium,1.9,107.3,,,,,166
,Zorua,,Dark,,Illusion,Illusion,Illusion,330,40,65,40,80,40,65,,,75,25,70,Tricky Fox,0.875,Parabolic,0.7,12.5,,,,,66
,Zoroark,,Dark,,Illusion,Illusion,Illusion,510,60,105,60,120,60,105,,,45,20,70,Illusion Fox,0.875,Parabolic,1.6,81.1,,,,,179
,Minccino,,Normal,,Cute Charm,Technician,Skill Link,300,55,50,40,40,40,75,,,255,15,70,Chinchilla,0.25,Fast,0.4,5.8,,,,,60
,Cinccino,,Normal,,Cute Charm,Technician,Skill Link,470,75,95,60,65,60,115,,,60,15,70,Scarf,0.25,Fast,0.5,7.5,,,,,165
,Gothita,,Psychic,,Frisk,Competitive,Shadow Tag,290,45,30,50,55,65,45,,,200,20,70,Fixation,0.25,Parabolic,0.4,5.8,,,,,58
,Gothorita,,Psychic,,Frisk,Competitive,Shadow Tag,390,60,45,70,75,85,55,,,100,20,70,Manipulate,0.25,Parabolic,0.7,18.0,,,,,137
,Gothitelle,,Psychic,,Frisk,Competitive,Shadow Tag,490,70,55,95,95,110,65,,,50,20,70,Astral Body,0.25,Parabolic,1.5,44.0,,,,,221
,Solosis,,Psychic,,Overcoat,Magic Guard,Regenerator,290,45,30,40,105,50,20,,,200,20,70,Cell,0.5,Parabolic,0.3,1.0,,,,,58
,Duosion,,Psychic,,Overcoat,Magic Guard,Regenerator,370,65,40,50,125,60,30,,,100,20,70,Mitosis,0.5,Parabolic,0.6,8.0,,,,,130
,Reuniclus,,Psychic,,Overcoat,Magic Guard,Regenerator,490,110,65,75,125,85,30,,,50,20,70,Multiplying,0.5,Parabolic,1.0,20.1,,,,,221
,Ducklett,,Water,Flying,Keen Eye,Big Pecks,Hydration,305,62,44,50,44,50,55,,,190,20,70,Water Bird,0.5,Medium,0.5,5.5,,,,,61
,Swanna,,Water,Flying,Keen Eye,Big Pecks,Hydration,473,75,87,63,87,63,98,,,45,20,70,White Bird,0.5,Medium,1.3,24.2,,,,,166
,Vanillite,,Ice,,Ice Body,Ice Body,Weak Armor,305,36,50,50,65,60,44,,,255,20,70,Fresh Snow,0.5,Slow,0.4,5.7,,,,,61
,Vanillish,,Ice,,Ice Body,Ice Body,Weak Armor,395,51,65,65,80,75,59,,,120,20,70,Icy Snow,0.5,Slow,1.1,41.0,,,,,138
,Vanilluxe,,Ice,,Ice Body,Ice Body,Weak Armor,535,71,95,85,110,95,79,,,45,20,70,Snowstorm,0.5,Slow,1.3,57.5,,,,,241
,Deerling,,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,335,60,60,50,40,50,75,,,190,20,70,Season,0.5,Medium,0.6,19.5,,,,,67
,Sawsbuck,,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,475,80,100,70,60,70,95,,,75,20,70,Season,0.5,Medium,1.9,92.5,,,,,166
,Emolga,,Electric,Flying,Static,Static,Motor Drive,428,55,75,60,75,60,103,,,200,20,70,Sky Squirrel,0.5,Medium,0.4,5.0,,,,,150
,Karrablast,,Bug,,Swarm,Shed Skin,No Guard,315,50,75,45,40,45,60,,,200,15,70,Clamping,0.5,Medium,0.5,5.9,,,,,63
,Escavalier,,Bug,Steel,Swarm,Shell Armor,Overcoat,495,70,135,105,60,105,20,,,75,15,70,Cavalry,0.5,Medium,1.0,33.0,,,,,173
,Foongus,,Grass,Poison,Effect Spore,Effect Spore,Regenerator,294,69,55,45,55,55,15,,,190,20,70,Mushroom,0.5,Medium,0.2,1.0,,,,,59
,Amoonguss,,Grass,Poison,Effect Spore,Effect Spore,Regenerator,464,114,85,70,85,80,30,,,75,20,70,Mushroom,0.5,Medium,0.6,10.5,,,,,162
,Frillish,,Water,Ghost,Water Absorb,Cursed Body,Damp,335,55,40,50,65,85,40,,,190,20,70,Floating,0.5,Medium,1.2,33.0,,,,,67
,Jellicent,,Water,Ghost,Water Absorb,Cursed Body,Damp,480,100,60,70,85,105,60,,,60,20,70,Floating,0.5,Medium,2.2,135.0,,,,,168
,Alomomola,,Water,,Hydration,Healer,Regenerator,470,165,75,80,40,45,65,,,75,40,70,Caring,0.5,Fast,1.2,31.6,,,,,165
,Joltik,,Bug,Electric,Compound Eyes,Unnerve,Swarm,319,50,47,50,57,50,65,,,190,20,70,Attaching,0.5,Medium,0.1,0.6,,,,,64
,Galvantula,,Bug,Electric,Compound Eyes,Unnerve,Swarm,472,70,77,60,97,60,108,,,75,20,70,EleSpider,0.5,Medium,0.8,14.3,,,,,165
,Ferroseed,,Grass,Steel,Iron Barbs,Iron Barbs,Iron Barbs,305,44,50,91,24,86,10,,,255,20,70,Thorn Seed,0.5,Medium,0.6,18.8,,,,,61
,Ferrothorn,,Grass,Steel,Iron Barbs,Iron Barbs,Anticipation,489,74,94,131,54,116,20,,,90,20,70,Thorn Pod,0.5,Medium,1.0,110.0,,,,,171
,Klink,,Steel,,Plus,Minus,Clear Body,300,40,55,70,45,60,30,,,130,20,70,Gear,None,Parabolic,0.3,21.0,,,,,60
,Klang,,Steel,,Plus,Minus,Clear Body,440,60,80,95,70,85,50,,,60,20,70,Gear,None,Parabolic,0.6,51.0,,,,,154
,Klinklang,,Steel,,Plus,Minus,Clear Body,520,60,100,115,70,85,90,,,30,20,70,Gear,None,Parabolic,0.6,81.0,,,,,234
,Tynamo,,Electric,,Levitate,Levitate,Levitate,275,35,55,40,45,40,60,,,190,20,70,EleFish,0.5,Slow,0.2,0.3,,,,,55
,Eelektrik,,Electric,,Levitate,Levitate,Levitate,405,65,85,70,75,70,40,,,60,20,70,EleFish,0.5,Slow,1.2,22.0,,,,,142
,Eelektross,,Electric,,Levitate,Levitate,Levitate,515,85,115,80,105,80,50,,,30,20,70,EleFish,0.5,Slow,2.1,80.5,,,,,232
,Elgyem,,Psychic,,Telepathy,Synchronize,Analytic,335,55,55,55,85,55,30,,,255,20,70,Cerebral,0.5,Medium,0.5,9.0,,,,,67
,Beheeyem,,Psychic,,Telepathy,Synchronize,Analytic,485,75,75,75,125,95,40,,,90,20,70,Cerebral,0.5,Medium,1.0,34.5,,,,,170
,Litwick,,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,275,50,30,55,65,55,20,,,190,20,70,Candle,0.5,Parabolic,0.3,3.1,,,,,55
,Lampent,,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,370,60,40,60,95,60,55,,,90,20,70,Lamp,0.5,Parabolic,0.6,13.0,,,,,130
,Chandelure,,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,520,60,55,90,145,90,80,,,45,20,70,Luring,0.5,Parabolic,1.0,34.3,,,,,234
,Axew,,Dragon,,Rivalry,Mold Breaker,Unnerve,320,46,87,60,30,40,57,,,75,40,35,Tusk,0.5,Slow,0.6,18.0,,,,,64
,Fraxure,,Dragon,,Rivalry,Mold Breaker,Unnerve,410,66,117,70,40,50,67,,,60,40,35,Axe Jaw,0.5,Slow,1.0,36.0,,,,,144
,Haxorus,,Dragon,,Rivalry,Mold Breaker,Unnerve,540,76,147,90,60,70,97,,,45,40,35,Axe Jaw,0.5,Slow,1.8,105.5,,,,,243
,Cubchoo,,Ice,,Snow Cloak,Snow Cloak,Rattled,305,55,70,40,60,40,40,,,120,20,70,Chill,0.5,Medium,0.5,8.5,,,,,61
,Beartic,,Ice,,Snow Cloak,Snow Cloak,Swift Swim,485,95,110,80,70,80,50,,,60,20,70,Freezing,0.5,Medium,2.6,260.0,,,,,170
,Cryogonal,,Ice,,Levitate,Levitate,Levitate,485,70,50,30,95,135,105,,,25,25,70,Crystallizing,None,Medium,1.1,148.0,,,,,170
,Shelmet,,Bug,,Hydration,Shell Armor,Overcoat,305,50,40,85,40,65,25,,,200,15,70,Snail,0.5,Medium,0.4,7.7,,,,,61
,Accelgor,,Bug,,Hydration,Sticky Hold,Unburden,495,80,70,40,100,60,145,,,75,15,70,Shell Out,0.5,Medium,0.8,25.3,,,,,173
,Stunfisk,,Ground,Electric,Static,Limber,Sand Veil,471,109,66,84,81,99,32,,,75,20,70,Trap,0.5,Medium,0.7,11.0,,,,,165
,Mienfoo,,Fighting,,Inner Focus,Regenerator,Reckless,350,45,85,50,55,50,65,,,180,25,70,Martial Arts,0.5,Parabolic,0.9,20.0,,,,,70
,Mienshao,,Fighting,,Inner Focus,Regenerator,Reckless,510,65,125,60,95,60,105,,,45,25,70,Martial Arts,0.5,Parabolic,1.4,35.5,,,,,179
,Druddigon,,Dragon,,Rough Skin,Sheer Force,Mold Breaker,485,77,120,90,60,90,48,,,45,30,70,Cave,0.5,Medium,1.6,139.0,,,,,170
,Golett,,Ground,Ghost,Iron Fist,Klutz,No Guard,303,59,74,50,35,50,35,,,190,25,70,Automaton,None,Medium,1.0,92.0,,,,,61
,Golurk,,Ground,Ghost,Iron Fist,Klutz,No Guard,483,89,124,80,55,80,55,,,90,25,70,Automaton,None,Medium,2.8,330.0,,,,,169
,Pawniard,,Dark,Steel,Defiant,Inner Focus,Pressure,340,45,85,70,40,40,60,,,120,20,35,Sharp Blade,0.5,Medium,0.5,10.2,,,,,68
,Bisharp,,Dark,Steel,Defiant,Inner Focus,Pressure,490,65,125,100,60,70,70,,,45,20,35,Sword Blade,0.5,Medium,1.6,70.0,,,,,172
,Bouffalant,,Normal,,Reckless,Sap Sipper,Soundproof,490,95,110,95,40,95,55,,,45,20,70,Bash Buffalo,0.5,Medium,1.6,94.6,,,,,172
,Rufflet,,Normal,Flying,Keen Eye,Sheer Force,Hustle,350,70,83,50,37,50,60,,,190,20,70,Eaglet,1,Slow,0.5,10.5,,,,,70
,Braviary,,Normal,Flying,Keen Eye,Sheer Force,Defiant,510,100,123,75,57,75,80,,,60,20,70,Valiant,1,Slow,1.5,41.0,,,,,179
,Vullaby,,Dark,Flying,Big Pecks,Overcoat,Weak Armor,370,70,55,75,45,65,60,,,190,20,35,Diapered,0,Slow,0.5,9.0,,,,,74
,Mandibuzz,,Dark,Flying,Big Pecks,Overcoat,Weak Armor,510,110,65,105,55,95,80,,,60,20,35,Bone Vulture,0,Slow,1.2,39.5,,,,,179
,Heatmor,,Fire,,Gluttony,Flash Fire,White Smoke,484,85,97,66,105,66,65,,,90,20,70,Anteater,0.5,Medium,1.4,58.0,,,,,169
,Durant,,Bug,Steel,Swarm,Hustle,Truant,484,58,109,112,48,48,109,,,90,20,70,Iron Ant,0.5,Medium,0.3,33.0,,,,,169
,Deino,,Dark,Dragon,Hustle,Hustle,Hustle,300,52,65,50,45,50,38,,,45,40,35,Irate,0.5,Slow,0.8,17.3,,,,,60
,Zweilous,,Dark,Dragon,Hustle,Hustle,Hustle,420,72,85,70,65,70,58,,,45,40,35,Hostile,0.5,Slow,1.4,50.0,,,,,147
,Hydreigon,,Dark,Dragon,Levitate,Levitate,Levitate,600,92,105,90,125,90,98,,,45,40,35,Brutal,0.5,Slow,1.8,160.0,,,,,14
,Larvesta,,Bug,Fire,Flame Body,Flame Body,Swarm,360,55,85,55,50,55,60,,,45,40,70,Torch,0.5,Slow,1.1,28.8,,,,,72
,Volcarona,,Bug,Fire,Flame Body,Flame Body,Swarm,550,85,60,65,135,105,100,,,15,40,70,Sun,0.5,Slow,1.6,46.0,,,,,248
,Cobalion,,Steel,Fighting,Justified,Justified,Justified,580,91,90,129,90,72,108,,,3,80,35,Iron Will,None,Slow,2.1,250.0,,,,,5
,Terrakion,,Rock,Fighting,Justified,Justified,Justified,580,91,129,90,72,90,108,,,3,80,35,Cavern,None,Slow,1.9,260.0,,,,,5
,Virizion,,Grass,Fighting,Justified,Justified,Justified,580,91,90,72,90,129,108,,,3,80,35,Grassland,None,Slow,2.0,200.0,,,,,5
,Tornadus,,Flying,,Prankster,Prankster,Defiant,580,79,115,70,125,80,111,,,3,120,90,Cyclone,1,Slow,1.5,63.0,,,,,5
,Thundurus,,Electric,Flying,Prankster,Prankster,Defiant,580,79,115,70,125,80,111,,,3,120,90,Bolt Strike,1,Slow,1.5,61.0,,,,,5
,Reshiram,,Dragon,Fire,Turboblaze,Turboblaze,Turboblaze,680,100,120,100,150,120,90,,,3,119,0,Vast White,None,Slow,3.2,330.0,,,,,50
,Zekrom,,Dragon,Electric,Teravolt,Teravolt,Teravolt,680,100,150,120,120,100,90,,,3,120,0,Deep Black,None,Slow,2.9,345.0,,,,,50
,Landorus,,Ground,Flying,Sand Force,Sand Force,Sheer Force,600,89,125,90,115,80,101,,,3,120,90,Abundance,1,Slow,1.5,68.0,,,,,14
,Kyurem,,Dragon,Ice,Pressure,Pressure,Pressure,660,125,130,90,130,90,95,,,3,120,0,Boundary,None,Slow,3.0,325.0,,,,,41
,Keldeo,,Water,Fighting,Justified,Justified,Justified,580,91,72,90,129,90,108,,,3,80,35,Colt,None,Slow,1.4,48.5,,,,,5
,Meloetta,,Normal,Psychic,Serene Grace,Serene Grace,Serene Grace,600,100,77,77,128,128,90,,,3,20,100,Melody,None,Slow,0.6,6.5,,,,,14
,Genesect,,Bug,Steel,Download,Download,Download,600,71,120,95,120,95,99,,,3,120,0,Paleozoic,None,Slow,1.5,82.5,,,,,14
,Chespin,,Grass,,Overgrow,Overgrow,Bulletproof,313,56,61,65,45,38,48,,,45,20,70,Spiky Nut,0.875,Parabolic,0.4,9.0,,,,,63
,Quilladin,,Grass,,Overgrow,Overgrow,Bulletproof,405,61,78,95,56,58,57,,,45,20,70,Spiny Armor,0.875,Parabolic,0.7,29.0,,,,,142
,Chesnaught,,Grass,Fighting,Overgrow,Overgrow,Bulletproof,530,88,107,122,74,75,64,,,45,20,70,Spiny Armor,0.875,Parabolic,1.6,90.0,,,,,239
,Fennekin,,Fire,,Blaze,Blaze,Magician,307,40,45,40,62,60,60,,,45,20,70,Fox,0.875,Parabolic,0.4,9.4,,,,,61
,Braixen,,Fire,,Blaze,Blaze,Magician,409,59,59,58,90,70,73,,,45,20,70,Fox,0.875,Parabolic,1.0,14.5,,,,,143
,Delphox,,Fire,Psychic,Blaze,Blaze,Magician,534,75,69,72,114,100,104,,,45,20,70,Fox,0.875,Parabolic,1.5,39.0,,,,,240
,Froakie,,Water,,Torrent,Torrent,Protean,314,41,56,40,62,44,71,,,45,20,70,Bubble Frog,0.875,Parabolic,0.3,7.0,,,,,63
,Frogadier,,Water,,Torrent,Torrent,Protean,405,54,63,52,83,56,97,,,45,20,70,Bubble Frog,0.875,Parabolic,0.6,10.9,,,,,142
,Greninja,,Water,Dark,Torrent,Torrent,Protean,530,72,95,67,103,71,122,,,45,20,70,Ninja,0.875,Parabolic,1.5,40.0,,,,,239
,Bunnelby,,Normal,,Pickup,Cheek Pouch,Huge Power,237,38,36,38,32,36,57,,,255,15,70,Digging,0.5,Medium,0.4,5.0,,,,,47
,Diggersby,,Normal,Ground,Pickup,Cheek Pouch,Huge Power,423,85,56,77,50,77,78,,,127,15,70,Digging,0.5,Medium,1.0,42.4,,,,,148
,Fletchling,,Normal,Flying,Big Pecks,Big Pecks,Gale Wings,278,45,50,43,40,38,62,,,255,15,70,Tiny Robin,0.5,Parabolic,0.3,1.7,,,,,56
,Fletchinder,,Fire,Flying,Flame Body,Flame Body,Gale Wings,382,62,73,55,56,52,84,,,120,15,70,Ember,0.5,Parabolic,0.7,16.0,,,,,134
,Talonflame,,Fire,Flying,Flame Body,Flame Body,Gale Wings,499,78,81,71,74,69,126,,,45,15,70,Scorching,0.5,Parabolic,1.2,24.5,,,,,175
,Scatterbug,,Bug,,Shield Dust,Compound Eyes,Friend Guard,213,45,22,60,27,30,29,,,255,15,70,Scatterdust,0.5,Medium,0.3,2.5,,,,,40
,Spewpa,,Bug,,Shed Skin,Shed Skin,Friend Guard,200,38,35,40,27,25,35,,,120,15,70,Scatterdust,0.5,Medium,0.3,8.4,,,,,75
,Vivillon,,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,411,80,52,50,90,50,89,,,45,15,70,Scale,0.5,Medium,1.2,17.0,,,,,185
,Litleo,,Fire,Normal,Rivalry,Unnerve,Moxie,369,62,50,58,73,54,72,,,220,20,70,Lion Cub,0.25,Parabolic,0.6,13.5,,,,,74
,Pyroar,,Fire,Normal,Rivalry,Unnerve,Moxie,507,86,68,72,109,66,106,,,65,20,70,Royal,0.25,Parabolic,1.5,81.5,,,,,177
,Flabébé,,Fairy,,Flower Veil,Flower Veil,Symbiosis,303,44,38,39,79,42,61,,,225,20,70,Single Bloom,0,Medium,0.1,0.1,,,,,61
,Floette,,Fairy,,Flower Veil,Flower Veil,Symbiosis,371,54,45,47,75,98,52,,,120,20,70,Single Bloom,0,Medium,0.2,0.9,,,,,130
,Florges,,Fairy,,Flower Veil,Flower Veil,Symbiosis,552,78,65,68,112,154,75,,,45,20,70,Garden,0,Medium,1.1,10.0,,,,,248
