default_form	name	form	type1	type2	ability1	ability2	abilityh	base stat total	hp	attack	defense	special attack	special defense	speed	group1	group2	catch_rate	egg_cycles	base_happiness	category	percentage_male	exp_group	height_m	weight_kg	name_romaji	name_katakana	natdex	is_legendary	is_mythical	is_ub	generation	subgeneration
y	Decidueye		Grass	Ghost	Overgrow	Overgrow	Long Reach	530	78	107	75	100	100	70	Flying		45	15	70	Arrow Quill	0.875	Medium Slow	1.6	36.6	Junaiper	ジュナイパー	724	FALSE	FALSE	FALSE	7	
	Decidueye	Hisui	Grass	Fighting	Overgrow	Overgrow	Scrappy	530	88	112	80	95	95	60	Flying		45	15	70	Arrow Quill	0.875	Medium Slow	1.6	37	Junaiper	ジュナイパー	724	FALSE	FALSE	FALSE	7	
y	Litten		Fire		Blaze	Blaze	Intimidate	320	45	65	40	60	40	70	Field		45	15	70	Fire Cat	0.875	Medium Slow	0.4	4.3	Nyabby	ニャビー	725	FALSE	FALSE	FALSE	7	
y	Torracat		Fire		Blaze	Blaze	Intimidate	420	65	85	50	80	50	90	Field		45	15	70	Fire Cat	0.875	Medium Slow	0.7	25	Nyaheat	ニャヒート	726	FALSE	FALSE	FALSE	7	
y	Incineroar		Fire	Dark	Blaze	Blaze	Intimidate	530	95	115	90	80	90	60	Field		45	15	70	Heel	0.875	Medium Slow	1.8	83	Gaogaen	ガオガエン	727	FALSE	FALSE	FALSE	7	
y	Popplio		Water		Torrent	Torrent	Liquid Voice	320	50	54	54	66	56	40	Water1	Field	45	15	70	Sea Lion	0.875	Medium Slow	0.4	7.5	Ashimari	アシマリ	728	FALSE	FALSE	FALSE	7	
y	Brionne		Water		Torrent	Torrent	Liquid Voice	420	60	69	69	91	81	50	Water1	Field	45	15	70	Pop Star	0.875	Medium Slow	0.6	17.5	Osyamari	オシャマリ	729	FALSE	FALSE	FALSE	7	
y	Primarina		Water	Fairy	Torrent	Torrent	Liquid Voice	530	80	74	74	126	116	60	Water1	Field	45	15	70	Soloist	0.875	Medium Slow	1.8	44	Ashirene	アシレーヌ	730	FALSE	FALSE	FALSE	7	
y	Pikipek		Normal	Flying	Keen Eye	Skill Link	Pickup	265	35	75	30	30	30	65	Flying		255	15	70	Woodpecker	0.5	Medium Fast	0.3	1.2	Tsutsukera	ツツケラ	731	FALSE	FALSE	FALSE	7	
y	Trumbeak		Normal	Flying	Keen Eye	Skill Link	Pickup	355	55	85	50	40	50	75	Flying		120	15	70	Bugle Beak	0.5	Medium Fast	0.6	14.8	Kerarappa	ケララッパ	732	FALSE	FALSE	FALSE	7	
y	Toucannon		Normal	Flying	Keen Eye	Skill Link	Sheer Force	485	80	120	75	75	75	60	Flying		45	15	70	Cannon	0.5	Medium Fast	1.1	26	Dodekabashi	ドデカバシ	733	FALSE	FALSE	FALSE	7	
y	Yungoos		Normal		Stakeout	Strong Jaw	Adaptability	253	48	70	30	30	30	45	Field		255	15	70	Loitering	0.5	Medium Fast	0.4	6	Youngoose	ヤングース	734	FALSE	FALSE	FALSE	7	
y	Gumshoos		Normal		Stakeout	Strong Jaw	Adaptability	418	88	110	60	55	60	45	Field		127	15	70	Stakeout	0.5	Medium Fast	0.7	14.2	Dekagoose	デカグース	735	FALSE	FALSE	FALSE	7	
y	Grubbin		Bug		Swarm	Swarm	Swarm	300	47	62	45	55	45	46	Bug		255	15	70	Larva	0.5	Medium Fast	0.4	4.4	Agojimushi	アゴジムシ	736	FALSE	FALSE	FALSE	7	
y	Charjabug		Bug	Electric	Battery	Battery	Battery	400	57	82	95	55	75	36	Bug		120	15	70	Battery	0.5	Medium Fast	0.5	10.5	Dendimushi	デンヂムシ	737	FALSE	FALSE	FALSE	7	
y	Vikavolt		Bug	Electric	Levitate	Levitate	Levitate	500	77	70	90	145	75	43	Bug		45	15	70	Stag Beetle	0.5	Medium Fast	1.5	45	Kuwagannon	クワガノン	738	FALSE	FALSE	FALSE	7	
y	Crabrawler		Fighting		Hyper Cutter	Iron Fist	Anger Point	338	47	82	57	42	47	63	Water3		225	20	70	Boxing	0.5	Medium Fast	0.6	7	Makenkani	マケンカニ	739	FALSE	FALSE	FALSE	7	
y	Crabominable		Fighting	Ice	Hyper Cutter	Iron Fist	Anger Point	478	97	132	77	62	67	43	Water3		60	20	70	Woolly Crab	0.5	Medium Fast	1.7	180	Kekenkani	ケケンカニ	740	FALSE	FALSE	FALSE	7	
y	Oricorio	Baile	Fire	Flying	Dancer	Dancer	Dancer	476	75	70	70	98	70	93	Flying		45	20	70	Dancing	0.25	Medium Fast	0.6	3.4	Odoridori (Meramera Style)	オドリドリ	741	FALSE	FALSE	FALSE	7	
	Oricorio	Pom-Pom	Electric	Flying	Dancer	Dancer	Dancer	476	75	70	70	98	70	93	Flying		45	20	70	Dancing	0.25	Medium Fast	0.6	3.4	Odoridori (Pachipachi Style)	オドリドリ	741	FALSE	FALSE	FALSE	7	
	Oricorio	Pa'u	Psychic	Flying	Dancer	Dancer	Dancer	476	75	70	70	98	70	93	Flying		45	20	70	Dancing	0.25	Medium Fast	0.6	3.4	Odoridori (Furafura Style)	オドリドリ	741	FALSE	FALSE	FALSE	7	
	Oricorio	Sensu	Ghost	Flying	Dancer	Dancer	Dancer	476	75	70	70	98	70	93	Flying		45	20	70	Dancing	0.25	Medium Fast	0.6	3.4	Odoridori (Maimai Style)	オドリドリ	741	FALSE	FALSE	FALSE	7	
y	Cutiefly		Bug	Fairy	Honey Gather	Shield Dust	Sweet Veil	304	40	45	40	55	40	84	Bug	Fairy	190	20	70	Bee Fly	0.5	Medium Fast	0.1	0.2	Abuly	アブリー	742	FALSE	FALSE	FALSE	7	
y	Ribombee		Bug	Fairy	Honey Gather	Shield Dust	Sweet Veil	464	60	55	60	95	70	124	Bug	Fairy	75	20	70	Bee Fly	0.5	Medium Fast	0.2	0.5	Aburibbon	アブリボン	743	FALSE	FALSE	FALSE	7	
y	Rockruff		Rock		Keen Eye	Vital Spirit	Steadfast	280	45	65	40	30	40	60	Field		190	15	70	Puppy	0.5	Medium Fast	0.5	9.2	Iwanko	イワンコ	744	FALSE	FALSE	FALSE	7	
	Rockruff	Own Tempo	Rock		Own Tempo	Own Tempo	Own Tempo	280	45	65	40	30	40	60	Field		190	15	70	Puppy	0.5	Medium Fast	0.5	9.2	Iwanko	イワンコ	744	FALSE	FALSE	FALSE	7	
y	Lycanroc	Midday	Rock		Keen Eye	Sand Rush	Steadfast	487	75	115	65	55	65	112	Field		90	15	70	Wolf	0.5	Medium Fast	0.8	25	Lugarugan (Mahiru no Sugata)	ルガルガン	745	FALSE	FALSE	FALSE	7	
	Lycanroc	Midnight	Rock		Keen Eye	Vital Spirit	No Guard	487	85	115	75	55	75	82	Field		90	15	70	Wolf	0.5	Medium Fast	1.1	25	Lugarugan (Mahiru no Sugata)	ルガルガン	745	FALSE	FALSE	FALSE	7	
	Lycanroc	Dusk	Rock		Tough Claws	Tough Claws	Tough Claws	487	75	117	65	55	65	110	Field		90	15	70	Wolf	0.5	Medium Fast	0.8	25	Lugarugan (Mahiru no Sugata)	ルガルガン	745	FALSE	FALSE	FALSE	7	
y	Wishiwashi	Solo	Water		Schooling	Schooling	Schooling	175	45	20	20	25	25	40	Water2		60	15	70	Small Fry	0.5	Fast	0.2	0.3	Yowashi (Tandoku no Sugata)	ヨワシ	746	FALSE	FALSE	FALSE	7	
	Wishiwashi	Schooling	Water		Schooling	Schooling	Schooling	620	45	140	130	140	135	30	Water2		60	15	70	Small Fry	0.5	Fast	0.2	0.3	Yowashi (Tandoku no Sugata)	ヨワシ	746	FALSE	FALSE	FALSE	7	
y	Mareanie		Poison	Water	Merciless	Limber	Regenerator	305	50	53	62	43	52	45	Water1		190	20	70	Brutal Star	0.5	Medium Fast	0.4	8	Hidoide	ヒドイデ	747	FALSE	FALSE	FALSE	7	
y	Toxapex		Poison	Water	Merciless	Limber	Regenerator	495	50	63	152	53	142	35	Water1		75	20	70	Brutal Star	0.5	Medium Fast	0.7	14.5	Dohidoide	ドヒドイデ	748	FALSE	FALSE	FALSE	7	
y	Mudbray		Ground		Own Tempo	Stamina	Inner Focus	385	70	100	70	45	55	45	Field		190	20	70	Donkey	0.5	Medium Fast	1	110	Dorobanko	ドロバンコ	749	FALSE	FALSE	FALSE	7	
y	Mudsdale		Ground		Own Tempo	Stamina	Inner Focus	500	100	125	100	55	85	35	Field		60	20	70	Draft Horse	0.5	Medium Fast	2.5	920	Banbadoro	バンバドロ	750	FALSE	FALSE	FALSE	7	
y	Dewpider		Water	Bug	Water Bubble	Water Bubble	Water Absorb	269	38	40	52	40	72	27	Water1	Bug	200	15	70	Water Bubble	0.5	Medium Fast	0.3	4	Shizukumo	シズクモ	751	FALSE	FALSE	FALSE	7	
y	Araquanid		Water	Bug	Water Bubble	Water Bubble	Water Absorb	454	68	70	92	50	132	42	Water1	Bug	100	15	70	Water Bubble	0.5	Medium Fast	1.8	82	Onishizukumo	オニシズクモ	752	FALSE	FALSE	FALSE	7	
y	Fomantis		Grass		Leaf Guard	Leaf Guard	Contrary	250	40	55	35	50	35	35	Grass		190	20	70	Sickle Grass	0.5	Medium Fast	0.3	1.5	Karikiri	カリキリ	753	FALSE	FALSE	FALSE	7	
y	Lurantis		Grass		Leaf Guard	Leaf Guard	Contrary	480	70	105	90	80	90	45	Grass		75	20	70	Bloom Sickle	0.5	Medium Fast	0.9	18.5	Lalantes	ラランテス	754	FALSE	FALSE	FALSE	7	
y	Morelull		Grass	Fairy	Illuminate	Effect Spore	Rain Dish	285	40	35	55	65	75	15	Grass		190	20	70	Illuminating	0.5	Medium Fast	0.2	1.5	Nemasyu	ネマシュ	755	FALSE	FALSE	FALSE	7	
y	Shiinotic		Grass	Fairy	Illuminate	Effect Spore	Rain Dish	405	60	45	80	90	100	30	Grass		75	20	70	Illuminating	0.5	Medium Fast	1	11.5	Mashade	マシェード	756	FALSE	FALSE	FALSE	7	
y	Salandit		Poison	Fire	Corrosion	Corrosion	Oblivious	320	48	44	40	71	40	77	Monster	Dragon	120	20	70	Toxic Lizard	0.875	Medium Fast	0.6	4.8	Yatoumori	ヤトウモリ	757	FALSE	FALSE	FALSE	7	
y	Salazzle		Poison	Fire	Corrosion	Corrosion	Oblivious	480	68	64	60	111	60	117	Monster	Dragon	45	20	70	Toxic Lizard	0	Medium Fast	1.2	22.2	Ennewt	エンニュート	758	FALSE	FALSE	FALSE	7	
y	Stufful		Normal	Fighting	Fluffy	Klutz	Cute Charm	340	70	75	50	45	50	50	Field		140	15	70	Flailing	0.5	Medium Fast	0.5	6.8	Nuikoguma	ヌイコグマ	759	FALSE	FALSE	FALSE	7	
y	Bewear		Normal	Fighting	Fluffy	Klutz	Unnerve	500	120	125	80	55	60	60	Field		70	15	70	Strong Arm	0.5	Medium Fast	2.1	135	Kiteruguma	キテルグマ	760	FALSE	FALSE	FALSE	7	
y	Bounsweet		Grass		Leaf Guard	Oblivious	Sweet Veil	210	42	30	38	30	38	32	Grass		235	20	70	Fruit	0	Medium Slow	0.3	3.2	Amakaji	アマカジ	761	FALSE	FALSE	FALSE	7	
y	Steenee		Grass		Leaf Guard	Oblivious	Sweet Veil	290	52	40	48	40	48	62	Grass		120	20	70	Fruit	0	Medium Slow	0.7	8.2	Amamaiko	アママイコ	762	FALSE	FALSE	FALSE	7	
y	Tsareena		Grass		Leaf Guard	Queenly Majesty	Sweet Veil	510	72	120	98	50	98	72	Grass		45	20	70	Fruit	0	Medium Slow	1.2	21.4	Amajo	アマージョ	763	FALSE	FALSE	FALSE	7	
y	Comfey		Fairy		Flower Veil	Triage	Natural Cure	485	51	52	90	82	110	100	Grass		60	20	70	Posy Picker	0.25	Fast	0.1	0.3	Cuwawa	キュワワー	764	FALSE	FALSE	FALSE	7	
y	Oranguru		Normal	Psychic	Inner Focus	Telepathy	Symbiosis	490	90	60	80	90	110	60	Field		45	20	70	Sage	0.5	Slow	1.5	76	Yareyuutan	ヤレユータン	765	FALSE	FALSE	FALSE	7	
y	Passimian		Fighting		Receiver	Receiver	Defiant	490	100	120	90	40	60	80	Field		45	20	70	Teamwork	0.5	Slow	2	82.8	Nagetukesaru	ナゲツケサル	766	FALSE	FALSE	FALSE	7	
y	Wimpod		Bug	Water	Wimp Out	Wimp Out	Wimp Out	230	25	35	40	20	30	80	Bug	Water3	90	20	70	Turn Tail	0.5	Medium Fast	0.5	12	Kosokumushi	コソクムシ	767	FALSE	FALSE	FALSE	7	
y	Golisopod		Bug	Water	Emergency Exit	Emergency Exit	Emergency Exit	530	75	125	140	60	90	40	Bug	Water3	45	20	70	Hard Scale	0.5	Medium Fast	2	108	Gusokumusha	グソクムシャ	768	FALSE	FALSE	FALSE	7	
y	Sandygast		Ghost	Ground	Water Compaction	Water Compaction	Sand Veil	320	55	55	80	70	45	15	Amorphous		140	15	70	Sand Heap	0.5	Medium Fast	0.5	70	Sunaba	スナバァ	769	FALSE	FALSE	FALSE	7	
y	Palossand		Ghost	Ground	Water Compaction	Water Compaction	Sand Veil	480	85	75	110	100	75	35	Amorphous		60	15	70	Sand Castle	0.5	Medium Fast	1.3	20.5	Sirodethna	シロデスナ	770	FALSE	FALSE	FALSE	7	
y	Pyukumuku		Water		Innards Out	Innards Out	Unaware	410	55	60	130	30	130	5	Water1		60	15	70	Sea Cucumber	0.5	Fast	0.3	1.2	Namakobushi	ナマコブシ	771	FALSE	FALSE	FALSE	7	
y	Type: Null		Normal		Battle Armor	Battle Armor	Battle Armor	534	95	95	95	95	95	59	NoEggsDiscovered		3	120	0	Synthetic		Slow	1.9	120.5	Type: Null	: タイプ：ヌル	772	FALSE	FALSE	FALSE	7	
y	Silvally		Normal		RKS System	RKS System	RKS System	570	95	95	95	95	95	95	NoEggsDiscovered		3	120	0	Synthetic		Slow	2.3	100.5	Silvady	シルヴァディ	773	FALSE	FALSE	FALSE	7	
	Silvally	Bug	Bug		RKS System	RKS System	RKS System	570	95	95	95	95	95	95	NoEggsDiscovered		3	120	0	Synthetic		Slow	2.3	100.5	Silvady	シルヴァディ	773	FALSE	FALSE	FALSE	7	
	Silvally	Dark	Dark		RKS System	RKS System	RKS System	570	95	95	95	95	95	95	NoEggsDiscovered		3	120	0	Synthetic		Slow	2.3	100.5	Silvady	シルヴァディ	773	FALSE	FALSE	FALSE	7	
	Silvally	Dragon	Dragon		RKS System	RKS System	RKS System	570	95	95	95	95	95	95	NoEggsDiscovered		3	120	0	Synthetic		Slow	2.3	100.5	Silvady	シルヴァディ	773	FALSE	FALSE	FALSE	7	
	Silvally	Electric	Electric		RKS System	RKS System	RKS System	570	95	95	95	95	95	95	NoEggsDiscovered		3	120	0	Synthetic		Slow	2.3	100.5	Silvady	シルヴァディ	773	FALSE	FALSE	FALSE	7	
	Silvally	Fairy	Fairy		RKS System	RKS System	RKS System	570	95	95	95	95	95	95	NoEggsDiscovered		3	120	0	Synthetic		Slow	2.3	100.5	Silvady	シルヴァディ	773	FALSE	FALSE	FALSE	7	
	Silvally	Fighting	Fighting		RKS System	RKS System	RKS System	570	95	95	95	95	95	95	NoEggsDiscovered		3	120	0	Synthetic		Slow	2.3	100.5	Silvady	シルヴァディ	773	FALSE	FALSE	FALSE	7	
	Silvally	Fire	Fire		RKS System	RKS System	RKS System	570	95	95	95	95	95	95	NoEggsDiscovered		3	120	0	Synthetic		Slow	2.3	100.5	Silvady	シルヴァディ	773	FALSE	FALSE	FALSE	7	
	Silvally	Flying	Flying		RKS System	RKS System	RKS System	570	95	95	95	95	95	95	NoEggsDiscovered		3	120	0	Synthetic		Slow	2.3	100.5	Silvady	シルヴァディ	773	FALSE	FALSE	FALSE	7	
	Silvally	Ghost	Ghost		RKS System	RKS System	RKS System	570	95	95	95	95	95	95	NoEggsDiscovered		3	120	0	Synthetic		Slow	2.3	100.5	Silvady	シルヴァディ	773	FALSE	FALSE	FALSE	7	
	Silvally	Grass	Grass		RKS System	RKS System	RKS System	570	95	95	95	95	95	95	NoEggsDiscovered		3	120	0	Synthetic		Slow	2.3	100.5	Silvady	シルヴァディ	773	FALSE	FALSE	FALSE	7	
	Silvally	Ground	Ground		RKS System	RKS System	RKS System	570	95	95	95	95	95	95	NoEggsDiscovered		3	120	0	Synthetic		Slow	2.3	100.5	Silvady	シルヴァディ	773	FALSE	FALSE	FALSE	7	
	Silvally	Ice	Ice		RKS System	RKS System	RKS System	570	95	95	95	95	95	95	NoEggsDiscovered		3	120	0	Synthetic		Slow	2.3	100.5	Silvady	シルヴァディ	773	FALSE	FALSE	FALSE	7	
	Silvally	Poison	Poison		RKS System	RKS System	RKS System	570	95	95	95	95	95	95	NoEggsDiscovered		3	120	0	Synthetic		Slow	2.3	100.5	Silvady	シルヴァディ	773	FALSE	FALSE	FALSE	7	
	Silvally	Psychic	Psychic		RKS System	RKS System	RKS System	570	95	95	95	95	95	95	NoEggsDiscovered		3	120	0	Synthetic		Slow	2.3	100.5	Silvady	シルヴァディ	773	FALSE	FALSE	FALSE	7	
	Silvally	Rock	Rock		RKS System	RKS System	RKS System	570	95	95	95	95	95	95	NoEggsDiscovered		3	120	0	Synthetic		Slow	2.3	100.5	Silvady	シルヴァディ	773	FALSE	FALSE	FALSE	7	
	Silvally	Steel	Steel		RKS System	RKS System	RKS System	570	95	95	95	95	95	95	NoEggsDiscovered		3	120	0	Synthetic		Slow	2.3	100.5	Silvady	シルヴァディ	773	FALSE	FALSE	FALSE	7	
	Silvally	Water	Water		RKS System	RKS System	RKS System	570	95	95	95	95	95	95	NoEggsDiscovered		3	120	0	Synthetic		Slow	2.3	100.5	Silvady	シルヴァディ	773	FALSE	FALSE	FALSE	7	
y	Minior	Meteor	Rock	Flying	Shields Down	Shields Down	Shields Down	440	60	60	100	60	100	60	Mineral		30	25	70	Meteor		Medium Slow	0.3	40	Meteno	メテノ	774	FALSE	FALSE	FALSE	7	
	Minior	Core	Rock	Flying	Shields Down	Shields Down	Shields Down	500	60	100	60	100	60	120	Mineral		255	25	70	Meteor		Medium Slow	0.3	40	Meteno	メテノ	774	FALSE	FALSE	FALSE	7	
y	Komala		Normal		Comatose	Comatose	Comatose	480	65	115	65	75	95	65	Field		45	20	70	Drowsing	0.5	Slow	0.4	19.9	Nekkoara	ネッコアラ	775	FALSE	FALSE	FALSE	7	
y	Turtonator		Fire	Dragon	Shell Armor	Shell Armor	Shell Armor	485	60	78	135	91	85	36	Monster	Dragon	70	20	70	Blast Turtle	0.5	Medium Fast	2	212	Bakugames	バクガメス	776	FALSE	FALSE	FALSE	7	
y	Togedemaru		Electric	Steel	Iron Barbs	Lightningrod	Sturdy	435	65	98	63	40	73	96	Field	Fairy	180	10	70	Roly-Poly	0.5	Medium Fast	0.3	3.3	Togedemaru	トゲデマル	777	FALSE	FALSE	FALSE	7	
y	Mimikyu		Ghost	Fairy	Disguise	Disguise	Disguise	476	55	90	80	50	105	96	Amorphous		45	20	70	Disguise	0.5	Medium Fast	0.2	0.7	Mimikkyu	ミミッキュ	778	FALSE	FALSE	FALSE	7	
y	Bruxish		Water	Psychic	Dazzling	Strong Jaw	Wonder Skin	475	68	105	70	70	70	92	Water2		80	15	70	Gnash Teeth	0.5	Medium Fast	0.9	19	Hagigishiri	ハギギシリ	779	FALSE	FALSE	FALSE	7	
y	Drampa		Normal	Dragon	Berserk	Sap Sipper	Cloud Nine	485	78	60	85	135	91	36	Monster	Dragon	70	20	70	Placid	0.5	Medium Fast	3	185	Jijilong	ジジーロン	780	FALSE	FALSE	FALSE	7	
y	Dhelmise		Ghost	Grass	Steelworker	Steelworker	Steelworker	517	70	131	100	86	90	40	Mineral		25	25	70	Sea Creeper		Medium Fast	3.9	210	Dadarin	ダダリン	781	FALSE	FALSE	FALSE	7	
y	Jangmo-o		Dragon		Bulletproof	Soundproof	Overcoat	300	45	55	65	45	45	45	Dragon		45	40	70	Scaly	0.5	Slow	0.6	29.7	Jyarako	ジャラコ	782	FALSE	FALSE	FALSE	7	
y	Hakamo-o		Dragon	Fighting	Bulletproof	Soundproof	Overcoat	420	55	75	90	65	70	65	Dragon		45	40	70	Scaly	0.5	Slow	1.2	47	Jyarango	ジャランゴ	783	FALSE	FALSE	FALSE	7	
y	Kommo-o		Dragon	Fighting	Bulletproof	Soundproof	Overcoat	600	75	110	125	100	105	85	Dragon		45	40	70	Scaly	0.5	Slow	1.6	78.2	Jyararanga	ジャラランガ	784	FALSE	FALSE	FALSE	7	
y	Tapu Koko		Electric	Fairy	Electric Surge	Electric Surge	Telepathy	570	70	115	85	95	75	130	NoEggsDiscovered		3	15	70	Land Spirit		Slow	1.8	20.5	Kapu Kokeko	-カプ・コケコ	785	TRUE	FALSE	FALSE	7	
y	Tapu Lele		Psychic	Fairy	Psychic Surge	Psychic Surge	Telepathy	570	70	85	75	130	115	95	NoEggsDiscovered		3	15	70	Land Spirit		Slow	1.2	18.6	Kapu Tetefu	-カプ・テテフ	786	TRUE	FALSE	FALSE	7	
y	Tapu Bulu		Grass	Fairy	Grassy Surge	Grassy Surge	Telepathy	570	70	130	115	85	95	75	NoEggsDiscovered		3	15	70	Land Spirit		Slow	1.9	45.5	Kapu Bururu	-カプ・ブルル	787	TRUE	FALSE	FALSE	7	
y	Tapu Fini		Water	Fairy	Misty Surge	Misty Surge	Telepathy	570	70	75	115	95	130	85	NoEggsDiscovered		3	15	70	Land Spirit		Slow	1.3	21.2	Kapu Rehire	-カプ・レヒレ	788	TRUE	FALSE	FALSE	7	
y	Cosmog		Psychic		Unaware	Unaware	Unaware	200	43	29	31	29	31	37	NoEggsDiscovered		45	120	0	Nebula		Slow	0.2	0.1	Cosmog	コスモッグ	789	TRUE	FALSE	FALSE	7	
y	Cosmoem		Psychic		Sturdy	Sturdy	Sturdy	400	43	29	131	29	131	37	NoEggsDiscovered		45	120	0	Protostar		Slow	0.1	999.9	Cosmovum	コスモウム	790	TRUE	FALSE	FALSE	7	
y	Solgaleo		Psychic	Steel	Full Metal Body	Full Metal Body	Full Metal Body	680	137	137	107	113	89	97	NoEggsDiscovered		45	120	0	Sunne		Slow	3.4	230	Solgaleo	ソルガレオ	791	TRUE	FALSE	FALSE	7	
y	Lunala		Psychic	Ghost	Shadow Shield	Shadow Shield	Shadow Shield	680	137	113	89	137	107	97	NoEggsDiscovered		45	120	0	Moone		Slow	4	120	Lunala	ルナアーラ	792	TRUE	FALSE	FALSE	7	
y	Nihilego		Rock	Poison	Beast Boost	Beast Boost	Beast Boost	570	109	53	47	127	131	103	NoEggsDiscovered		45	120	0	Parasite		Slow	1.2	55.5	Uturoid	ウツロイド	793	FALSE	FALSE	TRUE	7	
y	Buzzwole		Bug	Fighting	Beast Boost	Beast Boost	Beast Boost	570	107	139	139	53	53	79	NoEggsDiscovered		25	120	0	Swollen		Slow	2.4	333.6	Massivoon	マッシブーン	794	FALSE	FALSE	TRUE	7	
y	Pheromosa		Bug	Fighting	Beast Boost	Beast Boost	Beast Boost	570	71	137	37	137	37	151	NoEggsDiscovered		255	120	0	Lissome		Slow	1.8	25	Pheroache	フェローチェ	795	FALSE	FALSE	TRUE	7	
y	Xurkitree		Electric		Beast Boost	Beast Boost	Beast Boost	570	83	89	71	173	71	83	NoEggsDiscovered		30	120	0	Glowing		Slow	3.8	100	Denjyumoku	デンジュモク	796	FALSE	FALSE	TRUE	7	
y	Celesteela		Steel	Flying	Beast Boost	Beast Boost	Beast Boost	570	97	101	103	107	101	61	NoEggsDiscovered		25	120	0	Launch		Slow	9.2	999.9	Tekkaguya	テッカグヤ	797	FALSE	FALSE	TRUE	7	
y	Kartana		Grass	Steel	Beast Boost	Beast Boost	Beast Boost	570	59	181	131	59	31	109	NoEggsDiscovered		255	120	0	Drawn Sword		Slow	0.3	0.1	Kamiturugi	カミツルギ	798	FALSE	FALSE	TRUE	7	
y	Guzzlord		Dark	Dragon	Beast Boost	Beast Boost	Beast Boost	570	223	101	53	97	53	43	NoEggsDiscovered		15	120	0	Junkivore		Slow	5.5	888	Akuziking	アクジキング	799	FALSE	FALSE	TRUE	7	
y	Necrozma		Psychic		Prism Armor	Prism Armor	Prism Armor	600	97	107	101	127	89	79	NoEggsDiscovered		255	120	0	Prism		Slow	2.4	230	Necrozma	ネクロズマ	800	TRUE	FALSE	FALSE	7	
	Necrozma	Dusk Mane	Psychic	Steel	Prism Armor	Prism Armor	Prism Armor	680	97	157	127	113	109	77	NoEggsDiscovered		255	120	0	Prism		Slow	2.4	230	Necrozma	ネクロズマ	800	TRUE	FALSE	FALSE	7	usum
	Necrozma	Dawn Wings	Psychic	Ghost	Prism Armor	Prism Armor	Prism Armor	680	97	113	109	157	127	77	NoEggsDiscovered		255	120	0	Prism		Slow	2.4	230	Necrozma	ネクロズマ	800	TRUE	FALSE	FALSE	7	usum
	Necrozma	Ultra	Psychic	Dragon	Neuroforce	Neuroforce	Neuroforce	754	97	167	97	167	97	129	NoEggsDiscovered		255	120	0	Prism		Slow	2.4	230	Necrozma	ネクロズマ	800	TRUE	FALSE	FALSE	7	usum
y	Magearna		Steel	Fairy	Soul-Heart	Soul-Heart	Soul-Heart	600	80	95	115	130	115	65	NoEggsDiscovered		3	120	0	Artificial		Slow	1	80.5	Hagigishiri	マギアナ	801	FALSE	TRUE	FALSE	7	usum
	Magearna	Original Color	Steel	Fairy	Soul-Heart	Soul-Heart	Soul-Heart	600	80	95	115	130	115	65	NoEggsDiscovered		3	120	0	Artificial		Slow	1	80.5	Hagigishiri	マギアナ	801	FALSE	TRUE	FALSE	7	usum
y	Marshadow		Fighting	Ghost	Technician	Technician	Technician	600	90	125	80	90	90	125	NoEggsDiscovered		3	120	0	Gloomdweller		Slow	0.7	22.2	Marshadow	マーシャドー	802	FALSE	TRUE	FALSE	7	usum
y	Poipole		Poison		Beast Boost	Beast Boost	Beast Boost	420	67	73	67	73	67	73	NoEggsDiscovered		45	120	0	Poison Pin		Slow	0.6	1.8	Bevenom	ベベノム	803	FALSE	FALSE	TRUE	7	usum
y	Naganadel		Poison	Dragon	Beast Boost	Beast Boost	Beast Boost	540	73	73	73	127	73	121	NoEggsDiscovered		45	120	0	Poison Pin		Slow	3.6	150	Agoyon	アーゴヨン	804	FALSE	FALSE	TRUE	7	usum
y	Stakataka		Rock	Steel	Beast Boost	Beast Boost	Beast Boost	570	61	131	211	53	101	13	NoEggsDiscovered		30	120	0	Rampart		Slow	5.5	820	Tsundetsunde	ツンデツンデ	805	FALSE	FALSE	TRUE	7	usum
y	Blacephalon		Fire	Ghost	Beast Boost	Beast Boost	Beast Boost	570	53	127	53	151	79	107	NoEggsDiscovered		30	120	0	Fireworks		Slow	1.8	13	Zugadoon	ズガドーン	806	FALSE	FALSE	TRUE	7	usum
y	Zeraora		Electric		Volt Absorb	Volt Absorb	Volt Absorb	600	88	112	75	102	80	143	NoEggsDiscovered		3	120	0	Thunderclap		Slow	1.5	44.5	Zeraora	ゼラオラ	807	FALSE	TRUE	FALSE	7	usum
y	Meltan		Steel		Magnet Pull	Magnet Pull	Magnet Pull	300	46	65	65	55	35	34	NoEggsDiscovered		3	120	0	Hex Nut		Slow	0.2	8	Merutan	メルタン	808	FALSE	TRUE	FALSE	7	lgpe
y	Melmetal		Steel		Iron Fist	Iron Fist	Iron Fist	600	135	143	143	80	65	34	NoEggsDiscovered		3	120	0	Hex Nut		Slow	2.5	800	Merumetaru	メルメタル	809	FALSE	TRUE	FALSE	7	lgpe
y	Grookey		Grass		Overgrow	Overgrow	Grassy Surge	310	50	65	50	40	40	65	Field	Grass	45	20	50	Small Monkey	0.875	Medium Slow	0.3	5			810	FALSE	FALSE	FALSE	8	
y	Thwackey		Grass		Overgrow	Overgrow	Grassy Surge	420	70	85	70	55	60	80	Field	Grass	45	20	50	Beat	0.875	Medium Slow	0.7	14			811	FALSE	FALSE	FALSE	8	
